ESTACIONES,MES,AÑO,PRECIP. MES (mm.),ANOMALIA RESPEC. PROMEDIO CLIMATOLOGICO,% RESPECTO PROMEDIO CLIMATOLOGICO,PREC. ACUM. AÑO AGRIC. (mm.),% RESPECTO PROMEDIO CLIMATOLOGICO,Tª  MÁXIMA ABSOL (ºC),Tª  MINIMA ABSOL. (ºC),TEMP. MEDIA DE MEDIAS (ºC),ANOMALIA (ºC)
CASTEJON DE VALDEJASA,2,2018,45.4,21.4,189.166666666667,222.6,114.860681114551,17,0.2,8.5,1.90833333333333
CASTEJON DE VALDEJASA,12,2018,15.6,-20.4,43.3,126.2,85.7,17,0.5,7.7,2.4
CASTEJON DE VALDEJASA,9,2018,4.4,-27,14,4.4,14,31.9,7.7,21.5,2.7
CASTELLOTE,8,2018,21.6,-7,75.5,365.8,93,36.3,12.4,24.2,1
CASTELLOTE,4,2018,69.2,33.9,196,164,65.5,25.1,1,12.9,1
CASTELLOTE,10,2018,206.8,167.5,526.2,212,275.3,28.3,2.1,14.4,-0.3
CASTELLOTE,3,2018,16.8,-12.1,58.1,94.8,44.1,24.4,-0.7,9.4,-0.4
CASTELLOTE,6,2018,48.2,10.1,126.5,293.6,84.6,32.7,11.3,20.2,-0.4
CASTELLOTE,5,2018,81.4,23.1,139.6,245.4,79.5,25.3,3.9,15.2,-0.7
CASTELLOTE,11,2018,42.2,6.9,119.5,254.2,226.4,20.3,2.7,10.4,0.9
CASTELLOTE,7,2018,50.6,32.7,282.7,344.2,94.4,34.7,15,24.6,0.9
CASTELLOTE,9,2018,5.2,-32.5,13.8,5.2,13.8,31.7,11.6,21.6,2.3
CASTELLOTE,2,2018,23,4.01448275862068,121.144974390643,178.3,95.6653254777099,19.3,1.1,9.3,2.39333333333334
CASTELLOTE,1,2018,41,16.7,168.7,53.6,32,18.8,-0.9,8.4,2.7
CASTELLOTE,12,2018,15,-15.7,48.9,269.2,188.3,21.9,-1.8,9.9,3.5
CEDRILLAS,5,2018,123.4,59.1,191.9,388,108.3,20.1,2.7,10.4,-1
CEDRILLAS,11,2018,50.2,13.1,135.3,284.7,213.9,15.3,-3.1,5.5,-0.1
CEDRILLAS,7,2018,36.2,9.4,135.1,698.6,158.6,30,8.9,19.1,-0.1
CEDRILLAS,6,2018,146.6,91.1,264.1,559.2,135.2,29,5,15.1,-0.5
CEDRILLAS,10,2018,188,135.9,360.8,234.5,244.3,22.6,-3.4,9.3,-1.2
CEDRILLAS,3,2018,53.2,20.9,164.7,152.8,61.9,17.5,-6.3,3.7,-2.1
CEDRILLAS,8,2018,93.8,43.8,187.6,792.4,161.6,32.7,8.2,19.4,0.4
CEDRILLAS,4,2018,42.2,-4.8,89.8,232.7,79.2,21.7,-1.6,7.7,0.5
CEDRILLAS,2,2018,18,-8.2,68.7022900763359,219.9,102.517482517483,16.3,-5,4.3,1.09333333333333
CEDRILLAS,1,2018,16,-11,59.3,64.9,34.5,15.4,-7.4,3.3,1.1
CEDRILLAS,9,2018,43.6,-0.3,99.3,43.6,99.3,26.8,4.6,16.6,1.4
CEDRILLAS,12,2018,15.6,-12.6,55.3,300.3,186.2,18.2,-4,5.4,2.4
DAROCA,5,2018,64.8,6.4,111,290.5,96.3,26.4,-0.1,14.5,-0.5
DAROCA,10,2018,84,46.4,223.4,114.6,153.2,28.1,-0.7,12.9,-0.8
DAROCA,6,2018,143.1,97.8,315.9,433.6,125,33.5,7.7,18.8,-0.899999999999999
DAROCA,3,2018,43.5,21.8,200.5,118.1,59.2,21.8,-2.5,7.6,-1.2
DAROCA,7,2018,16.4,-5.7,74.2,450,121.9,35.5,11.4,23.3,0.3
DAROCA,8,2018,31,6.8,128.1,481,122.3,37.5,10.2,23.2,0.4
DAROCA,11,2018,32.4,-1.5,95.6,147,135.2,19.6,-2,8.8,0.5
DAROCA,4,2018,107.6,63.7,245.1,225.7,92.8,24.4,-0.5,11.6,0.9
DAROCA,12,2018,16,-10.5,60.4,163,120.6,18.9,-5.4,6.4,1.1
DAROCA,1,2018,21.4,0.8,103.9,39.7,25.5,17.1,-6.3,5.8,1.3
DAROCA,2,2018,15,-6.9,68.4931506849315,171.2,96.3421496904896,20.2,-4,7.4,1.5
DAROCA,9,2018,30.6,-6.6,82.3,30.6,82.3,32.9,7,20.5,1.9
EJEA,4,2018,148.6,100.9,311.5,377.9,129,26.6,-0.1,13.7,1
EJEA,5,2018,62.6,19,143.6,440.5,130.9,27.7,0.8,14.3,-0.5
EJEA,3,2018,68.6,43.9,277.7,219,89.3,21,0.3,9.2,-1.4
EJEA,10,2018,48.2,-3.7,92.9,57.2,61.8,27.9,-0.1,15.2,0.1
EJEA,6,2018,26.6,-5.9,81.8,473.6,128.3,35,12,21.6,0.2
EJEA,8,2018,8.6,-13.1,39.6,506.7,123.1,38.8,12.6,24.6,0.9
EJEA,11,2018,37.8,-4.4,89.6,95,70.5,19.4,0.3,10.7,1.3
EJEA,7,2018,20.6,-0.2,99,496.1,127.3,37.7,15,25.3,1.3
EJEA,1,2018,54.6,31.5,236.4,105.5,54.1,19,-2.3,7.5,1.7
EJEA,12,2018,15.6,-21.4,42.2,120.1,69.9,16.7,-3.1,7.8,1.8
EJEA,2,2018,31,5.4,121.09375,196.7,89.2063492063492,18.6,-0.7,9.1,1.8
EJEA,9,2018,9,-31.7,22.1,9,22.1,33.9,9.4,22.2,2.3
FRAGA,3,2018,28.2,9.5,150.8,146.2,81.7,25.2,1.6,11.5,-0.7
FRAGA,10,2018,123.4,82,298.1,144.9,194.5,29.2,3.4,16.9,0.2
FRAGA,5,2018,53.2,10.7,125.2,286.2,112.8,28.7,4.4,18.7,0.5
FRAGA,11,2018,50.6,22.6,180.7,195.5,190.7,21.5,0.1,11.2,0.6
FRAGA,4,2018,85.8,53.5,265.6,233,110.3,29.2,4,15,0.6
FRAGA,6,2018,7.6,-17.3,30.5,293.8,105.5,36.6,12.9,23.7,0.800000000000001
FRAGA,12,2018,12.8,-9.7,56.9,267.2,213.8,18.4,-0.3,7.6,1.1
FRAGA,8,2018,6.8,-14.7,31.6,354.6,114.8,39.5,15.3,27.1,1.5
FRAGA,7,2018,54,45.1,606.7,347.8,121,38,17,27.4,1.6
FRAGA,2,2018,23.2,8.4,156.756756756757,183.6,114.606741573034,19.4,1.5,10.1,1.8
FRAGA,9,2018,3.6,-29.5,10.9,3.6,10.9,35.4,11.4,24.3,2.6
FRAGA,1,2018,33.4,13,163.7,76,52.3,21.2,-2,9,2.7
HECHO,1,2018,41.8,-52.4,44.4,353.9,61,17.1,-4.1,5.4,2
HECHO,2,2018,139,53.5,162.573099415205,600.4,90.245002254622,18.9,-3.4,6.1,1865
HECHO,6,2018,183.6,116.8,274.9,1133.1,109.8,29.7,6.2,17,-0.300000000000001
HECHO,5,2018,106.6,6.1,106.1,949.5,98.4,24.1,-2.7,12.4,-0.5
HECHO,3,2018,237.2,161.3,312.5,672.1,90.7,17.3,-3,5.2,-1.9
HECHO,10,2018,94.4,-33.3,73.9,134.4,61.7,25.6,-2.5,12.2,0.3
HECHO,11,2018,97.6,-38.4,71.8,232,65.6,18,-2.6,7.3,0.4
HECHO,8,2018,18,-46.2,28,1176.5,101.4,35.2,6,20.6,0.6
HECHO,7,2018,25.4,-38.9,39.5,1158.5,105.7,33.4,8.6,20.9,0.9
HECHO,4,2018,170.8,47.5,138.5,842.9,97.5,25.6,-3.2,9.9,1.1
HECHO,9,2018,40,-50,44.4,40,44.4,30,3.8,18.2,2.2
HECHO,12,2018,23.8,-108.1,18,255.8,52.7,18,-3.3,6.6,2.8
HIJAR,9,2018,38,9.5,133.3,38,133.3,34.7,11.3,23.4,2
HIJAR,3,2018,24.2,7.6,145.8,107.1,64.4,27.9,1.7,11.7,-0.1
HIJAR,10,2018,76,40.4,213.5,122.5,191.1,29.9,3.6,16.2,-0.2
HIJAR,5,2018,61.6,13.2,127.3,253.8,102.2,28.3,5,18.2,0.1
HIJAR,6,2018,19,-6.9,73.4,279.2,101.8,36.2,13.4,23.3,0.4
HIJAR,11,2018,29.2,5.1,121.2,151.7,172,21.1,1.6,11.3,0.5
HIJAR,4,2018,72.8,39.2,216.7,185.5,92.8,28.4,2.2,14.7,0.6
HIJAR,8,2018,75.2,56.9,410.9,361.8,118.1,40.6,13.8,26.6,1.2
HIJAR,2,2018,18.5,-0.699999999999999,96.3541666666667,133.4,89.0520694259012,21,0,9.9,1.50652173913043
HIJAR,7,2018,5.4,-8.3,39.4,286.6,99.5,38.9,16.5,27.5,1.7
HIJAR,12,2018,9.8,-10.7,47.8,177.3,163.1,18.6,-4,8.8,1.7
HIJAR,1,2018,35.5,13.6,162.1,50.7,38.8,21,-1,9.7,3.1
HUESCA,3,2018,56.4,26.8,190.5,251,88.1,20.4,-1.5,8.1,-2
HUESCA,10,2018,121.4,61.2,201.7,163.2,150.8,26.5,0.3,14.7,-0.3
HUESCA,5,2018,79.4,27.1,151.8,483.4,123.3,25.5,2.6,15.7,-0.4
HUESCA,6,2018,34.8,-0.600000000000002,98.3,518.2,121.3,33.1,10.4,20.6,-0.4
HUESCA,4,2018,153,98.2,279.2,404,119,25.4,0.9,12.5,0.4
HUESCA,11,2018,43.2,-4.6,90.4,206.4,132.3,18.3,2.4,9.9,0.6
HUESCA,7,2018,9,-13.5,40,527.2,117.2,35.6,12.7,24.8,0.7
HUESCA,8,2018,8.8,-21.3,29.2,536,111.7,36.7,10.6,24.5,0.8
HUESCA,12,2018,15.8,-26.3,37.5,222.2,112.2,15.5,-4.1,6.9,1.4
HUESCA,2,2018,48.6,21.4,178.676470588235,269.9,105.760188087774,16.3,-0.6,8.3,1.4
HUESCA,1,2018,46.4,16.5,155.2,151.8,66.6,17.4,-0.8,7.3,2.1
HUESCA,9,2018,41.8,-6.2,87.1,41.8,87.1,32.7,6.6,24.3,2.6
JABALOYAS,6,2018,20.8,-38.7,35,498.9,97.5,29.6,6.2,16.1,-0.3
JABALOYAS,5,2018,82.4,9.3,112.6,466.6,103.2,20.2,-1,10.7,-0.8
JABALOYAS,3,2018,132.8,91.6,322.6,309.7,95.9,16,-6.5,3.2,-2.3
JABALOYAS,10,2018,142,89.1,268.4,190,200,21.6,-3.7,10.4,0.3
JABALOYAS,4,2018,45.6,-10.6,81.1,377.8,99.7,20.9,-1.7,8.2,0.4
JABALOYAS,7,2018,10,-15.8,38.8,510.4,94.9,30.1,10.1,20.7,0.8
JABALOYAS,8,2018,73.8,49.7,306.2,585.2,104.2,32,9.6,20.5,0.8
JABALOYAS,11,2018,59.8,11.5,123.8,249.8,174.3,14.7,-0.5,5.8,1.1
JABALOYAS,2,2018,19.2,-8.39333333333333,69.5820246436337,265.3,94.1637187511092,15.9,-3.6,4.9,1.89666666666667
JABALOYAS,9,2018,48,5.9,114,48,114,27.7,9.9,17.6,2.4
JABALOYAS,1,2018,21.2,-27.9,43.2,101.9,40.1,16.5,-4.6,3.8,2.6
JABALOYAS,12,2018,16.6,-45.2,26.9,301.9,147.2,17.4,-1.8,7.1,4.4
JACA,6,2018,72,20.1,138.7,823.5,111.5,30.9,6.5,17.6,-0.699999999999999
JACA,5,2018,112.4,32.7,141,748.4,109,24,-2.2,13.3,-0.7
JACA,3,2018,142,90.2,274.1,466.4,89.7,18,-4.9,5,-3.2
JACA,10,2018,83.8,-13.6,86,148.5,88.2,26.8,-3.4,12.4,0.4
JACA,11,2018,64.9,-28.2,69.7,213.4,81.6,18.1,-0.9,7.4,0.6
JACA,4,2018,141.3,54.6,163,628.3,103.5,25.6,-2.5,10.5,0.6
JACA,7,2018,12,-27.3,30.5,902.5,116,34,8.9,22.1,0.7
JACA,8,2018,11.3,-33.2,25.4,916.3,111.4,36.4,6.7,22,0.8
JACA,12,2018,28,-62.5,30.9,256.1,72.8,18.8,-3,6,1.1
JACA,2,2018,101.7,48.1,189.738805970149,441.1,94.2,18.4,-4.2,6,1.8
JACA,1,2018,63.4,0.7,101.1,265,63.9,18.2,-4.4,5.2,1.9
JACA,9,2018,48.6,-22.4,68.5,48.6,68.5,30.4,5.5,19,2.1
LA ALMUNIA DE Dª Gª,2,2018,23,2,109.52380952381,192.3,115.011961722488,19.1,-1.2,9.6,2
LA ALMUNIA DE Dª Gª,6,2018,27.6,-8.6,76.2,358.7,111.3,35.4,10,21.5,-0.1
LA ALMUNIA DE Dª Gª,10,2018,71.1,33.6,189.6,90.3,130.3,31.1,3,15.5,-0.2
LA ALMUNIA DE Dª Gª,5,2018,61.2,8.7,116.6,292.7,102.3,28.1,3.3,17.1,-0.2
LA ALMUNIA DE Dª Gª,3,2018,27,7.4,137.8,114.8,61.5,25.7,1.3,10.9,-0.5
LA ALMUNIA DE Dª Gª,4,2018,96,49.3,205.6,231.5,99.1,26.3,1.7,13.6,0.8
LA ALMUNIA DE Dª Gª,8,2018,10.8,-5.6,65.9,385,107.1,39,12.2,24.8,0.9
LA ALMUNIA DE Dª Gª,11,2018,39,7.5,123.8,129.3,128.3,22.8,1,11.6,1.2
LA ALMUNIA DE Dª Gª,7,2018,8.6,-12.4,41,367.3,107,38.9,13.7,25.6,1.2
LA ALMUNIA DE Dª Gª,12,2018,10.6,-15.2,41.1,140.9,111.3,20.8,-1.5,9.2,1.3
LA ALMUNIA DE Dª Gª,1,2018,26.8,7.2,136.7,43.3,29.6,19.2,-2,9.3,1.9
LA ALMUNIA DE Dª Gª,9,2018,19.2,-12.6,60.4,19.2,60.4,34.6,7.2,21.9,2.4
LAGUARRES,5,2018,168.4,90.1,215.1,600.6,121.7,26.3,-0.2,14.7,-0.1
LAGUARRES,3,2018,91,55.3,254.9,291.8,84.4,17.5,-5.1,6.4,-2.5
LAGUARRES,10,2018,157.4,86.2,221.1,177.2,129.7,26.5,-1.9,13.7,0.3
LAGUARRES,6,2018,106.4,59.1,224.9,707,130.7,31.4,7.9,19.7,0.300000000000001
LAGUARRES,12,2018,13.4,-38.1,26,278.8,114.1,16.7,-5.1,5.2,0.5
LAGUARRES,7,2018,43.8,15,152.1,750.8,131.8,34.5,12.7,23.4,0.6
LAGUARRES,11,2018,88.2,32,156.9,265.4,137.7,19.4,-1.3,8.7,0.7
LAGUARRES,8,2018,51.2,6.5,114.5,802,130.5,36.2,10.4,23.2,0.7
LAGUARRES,4,2018,131.8,62.4,189.9,432.2,104.1,26,-2.1,11.5,0.7
LAGUARRES,2,2018,59.6,30.9,207.665505226481,301,97.0341715022566,18.7,-3.3,7,1.17166666666667
LAGUARRES,1,2018,41.6,4.4,111.8,150.8,53.6,19.3,-3.9,5.8,1.7
LAGUARRES,9,2018,19.8,-45.6,30.3,19.8,30.3,31,9,20.5,2.3
LANAJA,6,2018,25.6,1.7,107.1,420.3,132.8,35,11.1,21.6,0
LANAJA,10,2018,58.6,17.6,142.9,68,84,27.4,2.1,15.3,-0.1
LANAJA,5,2018,56.6,9.8,120.9,367.7,125.7,26.7,4.4,16.6,-0.4
LANAJA,3,2018,33.8,15.2,181.7,193.2,93.2,22,1.1,9.2,-1.3
LANAJA,4,2018,111.6,73,289.1,303.7,123.6,26.5,3.9,13.4,0.3
LANAJA,11,2018,52.8,20.1,161.5,120.8,106.2,18,1.2,10.4,0.7
LANAJA,8,2018,36.6,14.1,162.7,499.1,139.5,38.3,12.4,24.8,1.1
LANAJA,12,2018,11.6,-17.7,39.6,142,99.3,16.1,-2.2,7.2,1.3
LANAJA,2,2018,33.4,13.6,168.686868686869,182.4,96.712619300106,17.4,0.9,8.6,1.37413793103448
LANAJA,7,2018,42.2,23.3,223.3,462.5,137.9,35.5,15.6,25.9,1.4
LANAJA,9,2018,9.4,-30.6,23.5,9.4,23.5,33.1,9,22.3,2.3
LANAJA,1,2018,41.2,15.4,159.7,97.2,57.6,18.1,-2.4,8.2,2.8
LECIÑENA,9,2018,13.8,-24.1,36.4,13.8,36.4,33.9,5.5,22,2
LECIÑENA,1,2018,48.9,25.2,206.3,117.9,72,19,-2,7.9,3
LECIÑENA,10,2018,45.8,3.8,109,61.1,76.5,28.4,-1.4,15,-0.4
LECIÑENA,5,2018,89.8,39.8,179.6,379.1,127.2,28.3,-0.1,16.4,-0.6
LECIÑENA,6,2018,25.8,-3.3,88.7,422.1,129,35.2,9.7,21.6,-1.2
LECIÑENA,3,2018,36.6,17.8,194.7,174.9,85.2,22.5,-0.5,9.2,-1.6
LECIÑENA,8,2018,34.8,11.2,147.5,466.4,126.4,39.1,10,24.8,0.3
LECIÑENA,4,2018,110.4,67.8,259.2,289.3,116.7,27.4,0.5,13.4,0.4
LECIÑENA,7,2018,6.6,-11.8,35.9,431.2,124.8,37.6,14,25.7,0.7
LECIÑENA,11,2018,32.2,-1,97,93.3,82.5,20.3,-0.8,10.2,0.8
LECIÑENA,12,2018,13.6,-13.3,50.6,111.4,79.6,18.4,-4.6,7.4,1.9
LECIÑENA,2,2018,28.4,5.5,124.017467248908,154,82.529474812433,18.8,-1.8,8.8,1.99
MONTALBAN,10,2018,200.6,155.4,443.8,296.4,350.8,26.3,-1.4,12.2,-1
MONTALBAN,7,2018,64,32,200,304.8,75.7,35.1,10.7,22.7,1
MONTALBAN,6,2018,21.8,-27.9,43.9,240.8,64.9,31.9,6.9,18.2,-0.2
MONTALBAN,5,2018,48.2,-15.2,76,219,68.2,25.3,-0.1,13.5,-0.6
MONTALBAN,3,2018,26.4,-0.3,98.9,92.6,42.8,22.1,-2.5,7.6,-0.6
MONTALBAN,8,2018,46.2,9,124.2,351,79.8,35.4,9.2,22.1,0.5
MONTALBAN,11,2018,40.6,9.7,131.4,337,292,18.2,-1.2,8.4,0.9
MONTALBAN,1,2018,24.2,-1.2,95.3,41.2,24.6,19.9,-3.6,6.2,1.5
MONTALBAN,4,2018,78.2,37.1,190.3,170.8,66.3,24.2,-1.5,11.5,1.7
MONTALBAN,2,2018,17.2,-5.1,77.1300448430493,222,116.903633491311,17.9,-3.3,7.3,1.8
MONTALBAN,9,2018,95.8,56.5,243.8,95.8,243.8,31.3,8.5,19.3,2.2
MONTALBAN,12,2018,12.4,-14.4,46.3,349.4,245.7,21,-4.3,7.8,2.6
MONZÓN,8,2018,54.5,26.3,193.3,536.7,126.9,37.9,10.8,24.2,1
MONZÓN,5,2018,113.8,62.3,221.1,459.1,133.3,28.3,1.8,16.4,-0.1
MONZÓN,10,2018,107.8,54.3,201.5,146.8,144.2,28.4,-0.9,14.6,-0.4
MONZÓN,6,2018,16.3,-16.3,50,475.4,126.1,35.6,10.6,21.7,-0.5
MONZÓN,3,2018,49.6,26.4,213.8,229.1,92.9,22.5,-3.9,8.7,-1.7
MONZÓN,11,2018,107.8,64.5,249,254.6,175.5,20.7,0,9.6,0.2
MONZÓN,7,2018,4.9,-12.8,27.7,482.2,122.1,38.3,13.7,25.4,0.5
MONZÓN,4,2018,115.4,69.1,249.1,345.3,117.8,28.1,0.2,13.2,1.1
MONZÓN,2,2018,66.8,45.44,312.734082397004,287.6,128.718484260779,18,-1.1,8,1.11157471264368
MONZÓN,12,2018,16.1,-15,51.8,273.3,155.1,17.8,-0.6,5.9,1.4
MONZÓN,9,2018,39,-9.3,80.7,39,80.7,34.1,7.3,21.5,1.7
MONZÓN,1,2018,36,10.1,139,127.3,63,19.7,-2.7,7.2,1.9
MOSQUERUELA,4,2018,57,-13.2,81.2,179.8,40.7,19.9,-2.1,7.8,1
MOSQUERUELA,10,2018,257,181,338.2,299,216.2,22,-3.8,9.9,-0.5
MOSQUERUELA,6,2018,52.8,-9.1,85.3,339.6,58.6,26.7,6,15.4,-0.6
MOSQUERUELA,5,2018,107,31.7,142,286.8,55.4,19.8,-1.3,10,-0.9
MOSQUERUELA,3,2018,45,3.7,109,122.8,33,17.7,-7.1,3.5,-2.7
MOSQUERUELA,7,2018,36.8,4.1,112.5,376.4,61.5,29.4,10.4,19.7,0.2
MOSQUERUELA,11,2018,103.2,44,174.3,402.2,203.6,15.5,-2.4,5.8,0.5
MOSQUERUELA,8,2018,98.4,34.4,153.7,474.8,70.2,31.5,9.2,19.2,0.9
MOSQUERUELA,2,2018,22.6,-16.79,57.3749682660574,366.9,110.999062150197,16.2,-3.6,4.3,0.993333333333332
MOSQUERUELA,9,2018,42,-20.3,67.4,42,67.4,26.7,8.2,16.3,1.3
MOSQUERUELA,1,2018,25.4,-18.7,57.6,49.2,16.9,17.3,-5.6,4.1,1.8
MOSQUERUELA,12,2018,13.6,-36,27.4,415.8,168.3,19.4,-1.7,7.6,3.9
MUNIESA,5,2018,52.8,-14.5,78.5,189.6,60.8,24.6,2.3,14.2,-0.8
MUNIESA,10,2018,110.4,75.9,320,127.6,165.5,26.9,0.2,13.1,-1.5
MUNIESA,3,2018,16,-7.7,67.5,77.8,38.7,22.2,-2.2,8.1,-2.3
MUNIESA,11,2018,29.4,-1.3,95.8,157,145.6,18.4,0.4,9.2,0.1
MUNIESA,6,2018,40.2,-10.9,78.7,229.8,63.4,31.6,9.5,19.1,0.1
MUNIESA,4,2018,59,15.6,135.9,136.8,56,23.6,0.2,11.7,0.4
MUNIESA,7,2018,10,-11.6,46.3,239.8,62.4,34.7,13.1,23.4,0.5
MUNIESA,8,2018,74.4,38.7,208.4,314.2,74.8,35.2,10.8,22.6,0.6
MUNIESA,1,2018,19.4,-5.4,78.2,36.8,23.4,16.3,-2.2,6.9,1.2
MUNIESA,2,2018,17.3,-2.3,88.265306122449,104.9,59.1986455981941,16.7,-2.1,7.9,1.44
MUNIESA,9,2018,17.2,-25.4,40.4,17.2,40.4,31,8.7,20.1,1.6
MUNIESA,12,2018,16.4,-8.6,65.6,173.4,130.6,21.6,-1.1,8.7,2.3
QUINTO DE EBRO,7,2018,43.8,29,295.9,312.8,103,38.6,17,27.3,2
QUINTO DE EBRO,3,2018,30.4,12.6,170.8,115.4,64.4,24.2,1.3,10.8,-0.8
QUINTO DE EBRO,10,2018,58.1,19.5,150.5,75.5,105,30,-0.4,16.3,0.1
QUINTO DE EBRO,11,2018,28.4,3.2,112.7,103.9,107,21.6,-1.2,10.8,0.2
QUINTO DE EBRO,5,2018,56.2,7.5,115.4,254,96.2,31.2,2.2,18.3,0.3
QUINTO DE EBRO,12,2018,10.8,-10.6,50.5,114.7,96.8,18.8,-1.9,7.5,0.5
QUINTO DE EBRO,4,2018,82.4,46.4,228.9,197.8,91.9,27.8,1.3,14.3,0.5
QUINTO DE EBRO,6,2018,15,-10.1,59.8,269,93.1,35.9,13,23.2,0.599999999999998
QUINTO DE EBRO,2,2018,17.8,-3.29,84.4001896633476,133,82.4192848732726,19.7,-0.7,9.5,1.3
QUINTO DE EBRO,8,2018,66,47.6,358.7,378.8,117.6,39.2,15.1,26.5,1.5
QUINTO DE EBRO,1,2018,34,12.2,156,64,45.6,20.7,-3,8.2,1.6
QUINTO DE EBRO,9,2018,17.4,-15.9,52.3,17.4,52.3,34.2,9.9,23.3,2.1
SABIÑÁNIGO,10,2018,97.6,0,100,142,82.1,26.8,-1.9,12.8,-0.6
SABIÑÁNIGO,11,2018,58.4,-25.7,69.4,200.4,78,19.1,-3.1,7.5,-0.7
SABIÑÁNIGO,5,2018,132.8,52.1,164.6,677.6,102.5,26.3,-1,13.9,-0.9
SABIÑÁNIGO,6,2018,143.8,85,244.6,821.4,114.1,31.2,7.2,18.4,-0.900000000000002
SABIÑÁNIGO,3,2018,118.4,70.2,245.5,433.8,87.2,18.6,-3.7,5.9,-2.8
SABIÑÁNIGO,7,2018,11.8,-33,26.3,833.2,109,34.8,9.8,22.4,0.4
SABIÑÁNIGO,8,2018,60.8,6.5,112,894,109.2,36.1,8.1,22,0.5
SABIÑÁNIGO,12,2018,25.2,-56.2,31,225.6,66.7,17.9,-5.3,5.6,0.6
SABIÑÁNIGO,4,2018,111,28.4,134.4,544.8,93.9,26.2,-2.3,10.9,0.9
SABIÑÁNIGO,2,2018,103.4,53.6633333333333,207.89491320957,399.6,88.9594680835275,20.7,-4.7,6.6,1.15666666666667
SABIÑÁNIGO,1,2018,59.4,-1.8,97.1,260.8,65.3,17.9,-5.1,5.4,1.4
SABIÑÁNIGO,9,2018,44.4,-30.9,59,44.4,59,30.7,6,19.2,2.2
SANTA EULALIA DEL CAMPO,2,2018,9.6,-7.70057471264368,55.4894860977311,148.6,95.4838986045814,19.2,-4.9,6.9,2
SANTA EULALIA DEL CAMPO,5,2018,67,6.1,110,213.4,77.2,25.9,-1.4,13.7,-0.2
SANTA EULALIA DEL CAMPO,6,2018,33.8,-14.1,70.6,247.2,76.2,33.5,6.7,18.1,-0.2
SANTA EULALIA DEL CAMPO,10,2018,114,75.3,294.6,154,211,26.6,-1.2,11.7,-0.6
SANTA EULALIA DEL CAMPO,3,2018,25,3.8,117.9,104.6,59.1,21.2,-3,6.6,-1.2
SANTA EULALIA DEL CAMPO,8,2018,70.6,34.6,196.1,324.4,83.5,36.6,9.9,21.8,0.2
SANTA EULALIA DEL CAMPO,11,2018,25,-1.6,94,179,179.7,18.1,-3.3,7.5,0.7
SANTA EULALIA DEL CAMPO,7,2018,6.6,-21.4,23.6,253.8,72,35.3,10.1,22.7,0.9
SANTA EULALIA DEL CAMPO,4,2018,41.8,3.2,108.3,146.4,67.9,25.5,-1.9,10.6,1.1
SANTA EULALIA DEL CAMPO,9,2018,40,5.7,116.6,40,116.6,30.5,6.7,19,1.8
SANTA EULALIA DEL CAMPO,12,2018,10.8,-10,51.9,189.8,157.6,22.7,-6.1,5.7,1.9
SANTA EULALIA DEL CAMPO,1,2018,16,-2,88.9,47.6,34.4,19.9,-5.1,5.2,1.9
SARIÑENA,3,2018,34,17.1,201.2,196.9,100.7,22.9,0.6,9.4,-1.1
SARIÑENA,10,2018,80.4,39.8,198,94.6,120.7,28,0.5,15.5,0.1
SARIÑENA,4,2018,99.6,62.6,269.2,317.5,136.5,28.7,1.7,13.4,0.3
SARIÑENA,5,2018,121.4,77.5,276.5,438.9,158.7,27.6,3.2,17.4,0.4
SARIÑENA,11,2018,35.2,1.8,105.4,129.8,116.1,19.4,-0.1,10.4,0.7
SARIÑENA,6,2018,26,2.5,110.6,464.9,155,36.6,11.5,22.4,0.8
SARIÑENA,12,2018,17.2,-10.6,61.9,147,105.3,16.4,-1.1,7.2,1.3
SARIÑENA,7,2018,26.2,11,172.4,493.8,156.7,36.7,15.1,25.9,1.4
SARIÑENA,8,2018,36.2,11.4,146,530,155.9,39.1,13.2,25.1,1.4
SARIÑENA,2,2018,29.4,12,168.965517241379,180.5,101.007274762171,17.7,0,8.8,1.6
SARIÑENA,9,2018,14.2,-23.6,37.6,14.2,37.6,33.8,8.5,22.3,2.3
SARIÑENA,1,2018,35.4,13.7,163.1,120.9,75,19.2,-3,7.9,2.5
SEIRA,3,2018,214.8,162,406.8,512.8,94.1,20.4,-3.4,5.8,-2
SEIRA,10,2018,174.4,78,180.9,272.2,138.6,25.6,-3.1,12.3,0
SEIRA,6,2018,137.8,25.7,122.9,967.2,109.4,31,7.9,18.3,-0.300000000000001
SEIRA,5,2018,109.8,-16.7,86.8,829.4,107.4,25.1,-1.2,14.1,0.1
SEIRA,7,2018,46,-23.7,66,1013.2,106.2,33.2,10.7,21.8,0.2
SEIRA,11,2018,93.6,17.1,122.4,365.8,134,18.2,-1.8,7.6,0.3
SEIRA,8,2018,80.8,1,101.3,1094,105.9,35.4,9.4,21.4,0.6
SEIRA,4,2018,203,102.7,202.4,719.6,111.5,27.4,-3.5,10.7,1.1
SEIRA,12,2018,18.4,-78.4,19,384.2,103.9,15.1,-3.2,5.3,1.4
SEIRA,1,2018,58.2,-11.5,83.5,263.4,59.9,18.3,-4.5,4.8,1.4
SEIRA,9,2018,97.8,-2.2,97.8,97.8,97.8,30,8.5,18.9,1.5
SEIRA,2,2018,99.4,46.4541666666667,187.739041473204,559.2,113.574544409845,19,-3.9,6.3,1.7336231884058
