ESTACIONES,MES,AÑO,PRECIP. MES (mm.),ANOMALIA RESPEC. PROMEDIO CLIMATOLOGICO,% RESPECTO PROMEDIO CLIMATOLOGICO,PREC. ACUM. AÑO AGRIC. (mm.),% RESPECTO PROMEDIO CLIMATOLOGICO,Tª  MÁXIMA ABSOL (ºC),Tª  MINIMA ABSOL. (ºC),TEMP. MEDIA DE MEDIAS (ºC),ANOMALIA (ºC)
ANDORRA,1,2015,31.2,6.9,128.395061728395,165.8,106.898774983881,20.4,-2.7,6.3,415
ANDORRA,5,2015,6.6,-51.9,11.2820512820513,299.1,122.701437646272,34.5,4.2,17.6,2.43166666666667
ANDORRA,7,2015,67.2,50,390.697674418605,479.4,135.042253521127,38.9,12.9,25.1,2.11083333333333
ANDORRA,8,2015,19.6,-9.4,67.5862068965517,561.3,146.171875,32.4,12.6,22.5,0.0741666666666738
ANDORRA,4,2015,34,-8.6,79.81220657277,360.4,149.792186201164,23.2,4,12.9,2.09166666666667
ANDORRA,3,2015,140.4,119.3,665.402843601896,326.4,164.848484848485,21.7,-1.1,9.7,0.475833333333332
ANDORRA,10,2015,8.6,-31.6,21.3930348258706,20.4,26.3225806451613,23.9,2.7,14.5,0.536666666666665
ANDORRA,9,2015,11.8,-25.5,31.6353887399464,11.8,31.6353887399464,26.7,8.4,17.5,-0.995833333333334
ANDORRA,12,2015,0.4,-22.6,1.73913043478261,52.2,39.9082568807339,19.1,0.8,8.6,3.23333333333333
ANDORRA,11,2015,31.4,1.1,103.630363036304,51.8,48.0519480519481,20.4,0.2,11.1,2.5425
ANDORRA,6,2015,40,1.3,103.359173126615,263.5,78.0047365304914,33.6,8.6,20.7,-0.799166666666668
ARAGÚES DEL PUERTO,12,2015,6.4,-151.8,4.04551201011378,229.8,39.7165572070515,18.3,1.3,9.5,4.66383333333333
ARAGÚES DEL PUERTO,10,2015,63.2,-89.9,41.2802090137165,130.4,49.2633169625992,23,-0.3,12.3,-0.239999999999998
ARAGÚES DEL PUERTO,11,2015,93,-62.7,59.7302504816956,223.4,53.13986679353,23.4,-5.9,10.8,3.1
ARAGÚES DEL PUERTO,9,2015,67.2,-44.4,60.2150537634409,67.2,60.2150537634409,25.3,4.1,15,-1.96333333333333
ARAGÚES DEL PUERTO,5,2015,19,-107.8,14.9842271293375,1125.2,63.7575542125844,29.6,1.9,14.7,1.59
ARAGÚES DEL PUERTO,1,2015,105,-4.09999999999999,96.2419798350138,472.8,68.7509088265232,18.6,-5.7,5,915
ARAGÚES DEL PUERTO,7,2015,82.2,16,124.16918429003,879,69.2616815065795,35.8,9,23.4,2.71666666666667
ARAGÚES DEL PUERTO,4,2015,59.6,-79,43.001443001443,698.4,69.9519230769231,23.1,1.5,11,2.29
ARAGÚES DEL PUERTO,8,2015,63.4,-7.1,89.9290780141844,942.4,70.3493580173186,32.6,8,20.4,-0.166666666666671
ARAGÚES DEL PUERTO,3,2015,32.6,-54.8,37.299771167048,638.8,74.2963479879042,22.4,-2.6,8.3,1085
ARAGÚES DEL PUERTO,2,2015,133.4,48.7,157.497048406139,606.2,78.4826514759192,12.7,-11,2.4,-2.34333333333333
ARAGÚES DEL PUERTO,6,2015,43.5,-34.2,55.984555984556,1035.7,86.1002577105329,30,4.5,17.4,-0.0446666666666715
BARBASTRO,2,2015,12.2,-10.2,54.4642857142857,247.7,102.567287784679,21.1,-8.1,5.8,-0.8
BARBASTRO,8,2015,39.8,14.2,155.46875,479.9,105.938189845475,36.7,10.2,23.7,-0.300000000000001
BARBASTRO,1,2015,12,-15.5,43.6363636363636,235.5,107.485166590598,15,-5.6,4.3,-0.600000000000001
BARBASTRO,3,2015,47.2,21.4,182.945736434109,294.9,110.325476992144,25.3,-2.8,11.2,1.1
BARBASTRO,12,2015,2.8,-35,7.40740740740741,134,69.937369519833,16.8,-3.6,6.6,1.3
BARBASTRO,5,2015,1,-51.7,1.89753320683112,371.8,83.0823023130715,34.6,3.7,18.6,1.8
BARBASTRO,11,2015,34.8,-9.1,79.2710706150342,131.2,85.3055916775032,24.9,-4.1,10.4,1.3
BARBASTRO,10,2015,45.2,-8.9,83.5489833641405,96.4,87.7161055505005,26.6,0.9,15.1,0
BARBASTRO,9,2015,51.2,-4.59999999999999,91.7562724014337,51.2,91.7562724014337,30.3,5.6,18.4,-1
BARBASTRO,6,2015,59.2,24.1,168.660968660969,384.7,94.5441140329319,34.9,7.9,22,0.800000000000001
BARBASTRO,4,2015,13,-38.8,25.0965250965251,307.9,96.4901284863679,26.9,0.9,14.1,1.6
BARBASTRO,7,2015,77.6,57.1,378.536585365854,417.1,97.5900795507721,42,11.4,26.3,2.2
BELCHITE,3,2015,65.2,45.1,324.378109452736,204.9,107.842105263158,25.5,-3,10.7,-0.9
BELCHITE,10,2015,10.5,-27.5,27.6315789473684,22.7,32.1985815602837,27.7,1.5,14.8,-0.399999999999999
BELCHITE,9,2015,12.2,-20.3,37.5384615384615,12.2,37.5384615384615,30.8,8.2,18.9,-1.3
BELCHITE,12,2015,2.7,-20.9,11.4406779661017,65.1,52.289156626506,15.7,-3.3,6.7,-0.3
BELCHITE,11,2015,39.7,9.3,130.592105263158,62.4,61.8434093161546,23.1,-1.1,10.7,1.1
BELCHITE,2,2015,8.7,-13.2,39.7260273972603,139.7,82.2248381400824,18.6,-5.3,5.9,-1.7
BELCHITE,5,2015,7.4,-43.9,14.4249512670565,281.4,82.9779673063255,34.2,6,18.6,0.600000000000002
BELCHITE,7,2015,24.1,7.6,146.060606060606,280.9,84.6339258812895,43.2,12.7,26.5,2.5
BELCHITE,8,2015,23.4,3.3,116.417910447761,304.3,86.4488636363636,37.1,11.1,23.9,-0.100000000000001
BELCHITE,1,2015,16.1,-7.4,68.5106382978723,131,88.5135135135135,19.3,-5.2,5.4,-0.0999999999999996
BELCHITE,6,2015,47.3,13.3,139.117647058824,299.1,94.8319594166138,37.7,9.1,21.7,-0.900000000000002
BELCHITE,4,2015,21.2,-18.9,52.8678304239401,226.1,98.2616253802694,25.7,0.3,13.4,0.6
BELLO,2,2015,15,-6,71.4285714285714,169.2,101.196172248804,12.5,-10.3,2.1,-2.11
BELLO,1,2015,15.6,-4,79.5918367346939,154.2,105.47195622435,16.1,-8.4,2.6,0.0183333333333335
BELLO,7,2015,30,9,142.857142857143,370,107.808857808858,38.8,11.2,25.2,3.32666666666666
BELLO,3,2015,41.8,22.2,213.265306122449,211,112.955032119914,21,-7.7,6.6,-0.761666666666669
BELLO,8,2015,14,-2.4,85.3658536585366,541.5,150.583982202447,35.2,5.9,22,0.300000000000001
BELLO,9,2015,6.2,-25.6,19.5,6.2,19.5,28,2.3,15.4,-2.18
BELLO,10,2015,14.8,-22.7,39.4666666666667,21,30.3030303030303,22.7,-3.5,10.9,0.4
BELLO,12,2015,0.6,-25.2,2.32558139534884,60.2,47.5513428120063,19,-6.6,6.2,2.57166666666667
BELLO,11,2015,38.6,7.1,122.539682539683,59.6,59.1269841269841,22.1,-2.1,8.9,1.80333333333333
BELLO,6,2015,22.1,-14.1,61.0497237569061,207,64.2458100558659,32.6,1.9,17.8,-0.588333333333335
BELLO,5,2015,30,-22.5,57.1428571428571,286,91.5384615384616,34.5,-1.4,14.3,2.3
BELLO,4,2015,20.8,-25.9,44.5396145610278,231.8,99.2719486081371,22.3,-2.2,10.2,1.08333333333333
BENABARRE,10,2015,50.2,-21,70.5056179775281,149.2,109.224011713031,23.3,0.5,13.7,0.299999999999999
BENABARRE,11,2015,87.2,31,155.160142348754,236.4,122.614107883817,23,-3.8,10.4,2.5
BENABARRE,9,2015,99,33.6,151.376146788991,99,151.376146788991,26.6,5.7,16.4,-1.8
BENABARRE,5,2015,20.8,-57.5,26.5644955300128,493.6,72.1636952998379,33,3.3,16.8,2
BENABARRE,4,2015,23.2,-46.2,33.4293948126801,335.4,80.7608957380207,24.9,0.6,12.4,1.6
BENABARRE,2,2015,7.4,-21.3,25.7839721254355,264.2,85.170857511283,16.6,-7.8,3.8,-2
BENABARRE,3,2015,48,12.3,134.453781512605,312.2,90.2572997976294,23.8,-2.9,9.5,0.6
BENABARRE,1,2015,12.6,-24.6,33.8709677419355,256.8,91.2255772646537,15.9,-4.6,4.2,0
BENABARRE,7,2015,54.8,26,190.277777777778,531,93.2069510268563,37.3,11.2,24.8,2
BENABARRE,6,2015,65.2,17.9,137.84355179704,521.1,96.3394342762063,30.5,7.7,19.4,0
BENABARRE,12,2015,1,-50.5,1.94174757281553,237.4,97.1756037658616,19.8,-0.9,8.5,3.8
BENABARRE,8,2015,55.6,10.9,124.384787472036,602.3,98.0305989583333,36.8,9.3,21.9,-0.600000000000002
BIELSA,11,2015,102.2,-20.9944444444444,82.9582863585119,425.1,104.620828456734,22.4,-4.5,9.4,3
BIELSA,10,2015,112.5,-43.1544444444444,72.2754820150048,322.9,114.046551054286,23.1,-0.6,11.9,0.66
BIELSA,6,2015,30.8,-62.6822222222222,32.9474409869969,1104.4,118.427684121354,29.2,4.4,17.3,0.155333333333331
BIELSA,9,2015,210.4,82.9244444444445,165.051251656091,210.4,165.051251656091,27.2,2.8,14.8,-0.899999999999999
BIELSA,5,2015,31,-108.56,22.2126683863571,998.267777777778,72.9062898954968,30.5,3.3,14.9,1.79
BIELSA,4,2015,49.8,-86.3277777777778,36.5832755172836,696.8,81.1451832663291,24.2,-0.2,11.1,2.39
BIELSA,12,2015,4.8,-99.5477777777778,4.60000212963062,429.9,84.1831572763569,17.6,-3.8,6.3,3.46383333333333
BIELSA,7,2015,119.6,34.1822222222222,140.017690826786,1019.6,86.6146711834715,35.9,10.3,22.9,3.51666666666667
BIELSA,3,2015,27.8,-40.2577777777778,40.8476457911578,647,89.540258518088,22.7,-3.1,8.9,1085
BIELSA,1,2015,72.8,-1.23222222222221,98.335559591169,531,90.8151126685087,17.2,-5.3,4.4,2
BIELSA,8,2015,115.2,32.3333333333333,139.018503620274,1182.9,93.8783860405933,34.3,6.7,19.7,0.433333333333326
BIELSA,2,2015,88.2,18.3822222222222,126.328856069769,619.2,94.6033578352318,14.8,-9.1,2.7,-2.14333333333333
BOQUIÑENI,3,2015,67,45,304.545454545455,214.6,108.056394763343,23.4,0.7,10.5,-1.1
BOQUIÑENI,9,2015,10.4,-20.5,33.6569579288026,10.4,33.6569579288026,29.5,8.1,18.5,-0.5
BOQUIÑENI,10,2015,21.2,-25.2,45.6896551724138,31.6,40.8796895213454,27.5,2.1,15.1,0.0999999999999996
BOQUIÑENI,12,2015,0.8,-23.5,3.29218106995885,74.6,56.1324303987961,16,-3.2,7.4,0.4
BOQUIÑENI,11,2015,42.2,10.9,134.82428115016,73.8,67.9558011049724,23.1,-1.6,11,1.8
BOQUIÑENI,6,2015,22.2,-4.6,82.8358208955224,217.8,68.8804554079696,35.1,9.1,21.4,-0.600000000000002
BOQUIÑENI,5,2015,0.7,-50.7,1.36186770428016,289.4,79.5438838977194,35.5,8.6,18.5,1.5
BOQUIÑENI,1,2015,17.7,-6.5,73.1404958677686,127.7,81.2858052196054,15.9,-4.4,5.6,-0.2
BOQUIÑENI,2,2015,19.9,0.399999999999999,102.051282051282,147.6,83.5787089467724,18.2,-5.1,6,-1.2
BOQUIÑENI,7,2015,26.2,13.4,204.6875,308.2,93.677811550152,41.3,12.4,25.4,2.4
BOQUIÑENI,8,2015,22.5,-0.100000000000001,99.5575221238938,330.7,94.0557451649602,35.3,11.1,23.5,-0.5
BOQUIÑENI,4,2015,14.9,-24.5,37.8172588832487,229.5,96.4285714285714,26.4,3.8,14.1,1.3
BORJA,6,2015,63.6,32.3,203.194888178914,362.8,105.312046444122,33.4,7,20.8,-1.22
BORJA,7,2015,26.2,2.8,111.965811965812,470.3,127.833650448491,40.3,10.8,24.9,2.9
BORJA,5,2015,7.7,-38.6,16.6306695464363,313.2,130.906768837803,33.2,7,17.5,0.5
BORJA,8,2015,34.3,9.8,140,523.6,133.435270132518,35.7,9.3,22.9,-0.600000000000002
BORJA,4,2015,15.6,-36.8,29.7709923664122,402.3,150.730610715624,25.3,0.4,13.2,0.699999999999999
BORJA,1,2015,23.8,-1.5,94.0711462450593,254.4,151.789976133652,16.9,-3.5,5.7,-0.4
BORJA,2,2015,36.6,12.9,154.430379746835,291,152.117093570308,16.9,-5.2,5.3,-1.8
BORJA,3,2015,95.7,72.5,412.5,386.7,180.27972027972,22.4,-1.3,10.1,-1.3
BORJA,10,2015,19.1,-19.5,49.4818652849741,41.6,52.9936305732484,26.7,0.8,14.5,-0.300000000000001
BORJA,9,2015,22.5,-17.4,56.390977443609,22.5,56.390977443609,29,6.7,18.2,-1.4
BORJA,12,2015,2.6,-26.9,8.8135593220339,89.1,62.6141953619115,15.7,-2.4,6.8,-0.323333333333334
BORJA,11,2015,44.9,10.6,130.903790087464,86.5,76.6843971631206,20.8,-1.2,10.4,0.800000000000001
BUJARALOZ,8,2015,29.8,10.7933333333333,156.787092248334,352.8,103.438165790348,36.8,11,24.2,0.199999999999999
BUJARALOZ,3,2015,37.4,18.9333333333333,202.527075812274,199.3,103.494833047723,23.6,-2.5,11.5,0.699999999999999
BUJARALOZ,10,2015,6.2,-30.7033333333333,16.8006503477554,17.4,24.3913835802065,27.4,2.3,15.4,-0.0399999999999991
BUJARALOZ,9,2015,11.2,-23.2333333333333,32.5266214908035,11.2,32.5266214908035,30.2,6.8,19.1,-1.88333333333334
BUJARALOZ,12,2015,2.8,-23.6,10.6060606060606,44.8,35.0036462131472,16.4,-1,7.3,1.77666666666667
BUJARALOZ,11,2015,24.6,-5.65,81.3223140495868,42,41.3440084000525,22.1,-3.6,10.9,1.54333333333333
BUJARALOZ,5,2015,1.2,-48.72,2.40384615384615,281.346666666667,76.5248092507464,34,4.6,19.1,1.49333333333334
BUJARALOZ,6,2015,21.6,-3.62,85.6463124504362,252.5,82.3638142872676,34.7,9.1,22.4,-0.420000000000002
BUJARALOZ,7,2015,46.6,31.1,300.645161290323,289.7,89.9503208445456,42.8,13.3,26.7,2.7
BUJARALOZ,4,2015,14.8,-24.0566666666667,38.0887020674273,214.1,92.5131071037622,26.8,1.3,14.5,1.54333333333333
BUJARALOZ,2,2015,9.5,-12.1833333333333,43.8124519600308,161.9,92.990752618177,14.1,-4.7,4.6,-2.21
BUJARALOZ,1,2015,12.8,-11.6333333333333,52.387448840382,152.4,99.9868783624197,14.5,-1.4,4.9,0.2
CALAMOCHA,10,2015,27.4,-10,73.2620320855615,40.6,58,24.5,-2.3,13.1,0.799999999999999
CALAMOCHA,5,2015,56.6,-6.6,89.5569620253164,289.846666666667,101.743450560066,35.6,1.3,16.6,3.3
CALAMOCHA,7,2015,26.4,2.74,111.580726965342,374.1,103.626895163524,38.8,11.2,25.2,4.1
CALAMOCHA,2,2015,26.6,7.2,137.113402061856,168.9,103.702339289003,14.4,-10.1,3.6,-0.9
CALAMOCHA,4,2015,25.2,-15.8766666666667,61.348697557413,238.3,105.141630143836,26.1,-1.9,12,3.1
CALAMOCHA,3,2015,44.2,21.5,194.713656387665,213.1,114.835372096783,23.7,-5.9,8.3,1.1
CALAMOCHA,8,2015,84.8,55.8,292.413793103448,457.5,117.305687082272,37.4,7.5,22.7,1.5
CALAMOCHA,9,2015,13.2,-19.4,40.4907975460123,13.2,40.4907975460123,30.3,3.8,16.8,-0.300000000000001
CALAMOCHA,12,2015,1.2,-21.1,5.38116591928251,73.6,58.6454183266932,19.4,-4.7,7.3,3.3
CALAMOCHA,11,2015,31.8,-1.4,95.7831325301205,72.4,70.1550387596899,25.2,-4.6,9.9,2.8
CALAMOCHA,6,2015,41.6,-5.91666666666666,87.5482286916871,250.2,74.1868211154709,33.6,3.2,19.4,0.899999999999999
CALAMOCHA,1,2015,19.8,1.83,110.183639398998,142.3,99.1844985014289,17.6,-8.2,3.7,0.7
CALATAYUD,4,2015,18.6,-22.5,45.2554744525548,203.6,100.792079207921,26.2,1.1,13.4,2.1
CALATAYUD,6,2015,70.3,34.2,194.736842105263,294.7,101.028453890984,33.8,7.6,20.6,0.400000000000002
CALATAYUD,9,2015,3.4,-26.2,11.4864864864865,3.4,11.4864864864865,30.5,6.6,18.3,-0.300000000000001
CALATAYUD,3,2015,48.6,30.9,274.576271186441,185,114.978247358608,24.8,-4.5,9.9,0.4
CALATAYUD,10,2015,20.4,-10.9,65.1757188498403,23.8,39.0804597701149,26.1,0.6,14.6,0.799999999999999
CALATAYUD,12,2015,1.4,-21.1,6.22222222222222,55.4,50.6861848124428,17.8,-4.7,6.9,1.5
CALATAYUD,11,2015,30.2,4.3,116.602316602317,54,62.2119815668203,23,-2.9,10.6,2
CALATAYUD,5,2015,3.2,-50.4,5.97014925373134,255.6,80.9076682316119,37.5,3.1,17.6,2.3
CALATAYUD,7,2015,44.2,22.7,205.581395348837,296.8,94.7637292464879,41.1,13.5,26.4,3.1
CALATAYUD,2,2015,15.2,-1,93.8271604938272,136.4,95.2513966480447,17.4,-7.5,6.7,-1.9
CALATAYUD,1,2015,5.6,-12.1,31.638418079096,121.2,95.4330708661417,15.9,-8.1,4.5,-0.4
CALATAYUD,8,2015,25,9.2,158.227848101266,321.8,97.8115501519757,37.5,9.9,23.6,0.800000000000001
CANDASNOS,4,2015,9.1,-26.2,25.7790368271955,227.3,103.083900226757,26.8,1,13.9,1.67877777777778
CANDASNOS,2,2015,10.7,-7.1,60.1123595505618,175.4,105.282112845138,18.1,-6.4,5.5,-0.952071223316916
CANDASNOS,1,2015,13.3,-6,68.9119170984456,164.7,110.685483870968,17.1,-5.5,4.4,0.000282258064514096
CANDASNOS,3,2015,42.8,24.2,230.10752688172,218.2,117.818574514039,23,-2.9,10.8,0.884147849462366
CANDASNOS,10,2015,3.1,-38.8,7.39856801909308,10.3,13.3940182054616,27,0.8,14.5,-0.398024193548386
CANDASNOS,9,2015,7.2,-27.8,20.5714285714286,7.2,20.5714285714286,30.5,6.6,18.2,-1.59058333333333
CANDASNOS,12,2015,3.5,-20.4,14.6443514644351,27.4,21.1583011583012,16.6,-4.1,5.8,0.80140860215054
CANDASNOS,11,2015,13.6,-15.1,47.3867595818815,23.9,22.6325757575758,23.7,-4.7,10.4,1.69043055555556
CANDASNOS,5,2015,2.7,-44.6,5.70824524312897,267.8,85.8849887976101,34.2,4.6,18.3,1.51627688172043
CANDASNOS,6,2015,21.6,-5.9,78.5454545454545,256.7,86.9285472400948,35,9.3,21.4,0.290930555555558
CANDASNOS,7,2015,26.1,13.6,208.8,298.2,96.8810916179337,41.1,13.1,25.4,2.4
CANDASNOS,8,2015,23.8,1.6,107.207207207207,322,97.5757575757576,37.7,11.2,23.1,0.100000000000001
CASPE,5,2015,5,-35.9,12.2249388753056,248.4,112.479871175523,35.4,9.1,20.6,2.1
CASPE,8,2015,11.4,-7.8,59375,349.4,113.478402078597,39.2,15,26.3,0.5
CASPE,7,2015,36.2,23.1,276.335877862595,337.6,116.937997921718,43.3,16.4,28.4,2.1
CASPE,1,2015,13.8,-6.8,66.9902912621359,165.8,118.007117437722,17.2,-2.9,6.4,0
CASPE,2,2015,23.4,6,134.48275862069,189.2,119.822672577581,19,-2.7,7.5,-0.9
CASPE,4,2015,8.8,-23.2,27.5,274.4,132.240963855422,27,5.1,15.9,1.4
CASPE,3,2015,76.4,58.8,434.090909090909,265.6,151.339031339031,24.6,0.9,12.6,0.699999999999999
CASPE,10,2015,8.6,-28.8,22.9946524064171,25,35.4609929078014,29.1,5.4,17.3,0.400000000000002
CASPE,12,2015,1.8,-20,8.25688073394496,46.8,39.0325271059216,16.3,-2.9,7.1,0.0999999999999996
CASPE,11,2015,20,-7.6,72.463768115942,45,45.8715596330275,25.1,0.5,12.7,1.9
CASPE,9,2015,16.4,-16.7,49.5468277945619,16.4,49.5468277945619,32.5,11.4,21.1,-0.699999999999999
CASPE,6,2015,17.6,-9.6,64.7058823529412,269.6,97.8229317851959,35.4,12.8,23.8,0.400000000000002
CEDRILLAS,7,2015,92.2,65.4,344.029850746269,440.6,100.045413260672,33.9,11.7,22.4,3.21666666666666
