ESTACIONES,MES,AÑO,PRECIP. MES (mm.),ANOMALIA RESPEC. PROMEDIO CLIMATOLOGICO,% RESPECTO PROMEDIO CLIMATOLOGICO,PREC. ACUM. AÑO AGRIC. (mm.),% RESPECTO PROMEDIO CLIMATOLOGICO,Tª  MÁXIMA ABSOL (ºC),Tª  MINIMA ABSOL. (ºC),TEMP. MEDIA DE MEDIAS (ºC),ANOMALIA (ºC)
CALATAYUD,2,2017,18,1.8,111.111111111111,114.6,80.0279329608938,20,-2.2,8,1.6
CALATAYUD,7,2017,3,-18.5,13.953488372093,248.6,79.3995528585117,38.4,9,24.3,1
CALATAYUD,6,2017,62,25.9,171.745152354571,245.6,84.2249657064472,39.1,8.7,23.7,3.5
CALATAYUD,10,2017,0.6,-2.7,18.2,3.2,9.7,30.2,1.8,16.1,2.3
CALATAYUD,1,2017,4.4,-13.3,24.8587570621469,96.6,76.0629921259843,18,-9.1,4.4,-0.5
CALATAYUD,8,2017,38.6,22.8,244.303797468354,287.2,87.321374277896,39.6,7.8,24.2,1.4
CALATAYUD,12,2017,8,-14.5,35.6,12.4,15.3,16.3,-8.1,5.3,-0.1
CALATAYUD,11,2017,1.2,-24.7,4.6,4.4,7.5,22.6,-5.9,8.5,-0.1
CALATAYUD,4,2017,17,-24,41.4634146341463,148.8,73.6998514115899,28.7,-0.9,12.8066666666667,1.48666666666667
CALATAYUD,5,2017,34.8,-18.8,64.9253731343283,183.6,71.8590998043053,33.9,4,18.3,3
CALATAYUD,9,2017,2.6,-27,8.8,2.6,8.8,32.3,4,18.3,-0.3
CALATAYUD,3,2017,17.2,-0.5,97.1751412429379,131.8,81.9142324425109,28.5,0.9,11.8,2.3
CANDASNOS,2,2017,30.8,13,173.033707865169,171.6,103.001200480192,17.7,-1.6,8.4,1.94792877668308
CANDASNOS,6,2017,49.1,21.6,178.545454545455,297.5,100.74500507958,38.9,10.1,23.2,2.09093055555556
CANDASNOS,12,2017,4.8,-19.1,20.1,59.4,45.9,18.2,-6.7,4.6,-0.4
CANDASNOS,1,2017,4,-15.3,20.7253886010363,140.8,94.6236559139785,16.9,-8.9,3.7,-0.8
CANDASNOS,7,2017,28.2,15.7,225.6,325.7,105.815464587394,37.7,11.8,23.8,0.800000000000001
CANDASNOS,3,2017,44,25.4,236.559139784946,215.6,116.414686825054,26.1,2,11.6,1.68414784946236
CANDASNOS,4,2017,9.4,-25.9,26.628895184136,225,102.040816326531,28.3,-0.1,13.6,1.37877777777778
CANDASNOS,8,2017,8.1,-14.1,36.4864864864865,333.8,101.151515151515,38.8,9.9,23.6,1.1
CANDASNOS,10,2017,20,-21.9,47.7,37.4,48.6,29.4,2.3,16.1,2.1
CANDASNOS,5,2017,23.4,-23.9,49.4714587737844,248.4,92.755787901419,34.6,4.4,18.6,1.81627688172043
CANDASNOS,9,2017,17.4,-17.6,49.7,17.4,49.7,31.9,6.6,18.2,-1.6
CANDASNOS,11,2017,17.2,-11.5,59.9,54.6,51.7,22.6,-4.9,8.4,-0.3
CASPE,4,2017,7,-25,21875,211.4,102.372881355932,30.1,4.1,16.1283333333333,1.64716666666667
CASPE,2,2017,23.2,5.8,133.333333333333,167.8,106.947100063735,20.5,1.1,10.1,1.7
CASPE,6,2017,39.4,12.2,144.852941176471,283.4,103.204661325564,40.4,13.3,26.3,2.9
CASPE,3,2017,36.6,19,207.954545454545,204.4,117.134670487106,29.4,4.6,14.1,2.2
CASPE,12,2017,5.6,-16.2,25.7,39.6,33,19.8,-5.7,6.6,-0.4
CASPE,1,2017,5.8,-14.8,28.1553398058252,144.6,103.655913978495,19.3,-5.3,6.3,-0.100000000000001
CASPE,9,2017,11.8,-21.3,35.6,11.8,35.6,34.3,9,20.9,-0.9
CASPE,11,2017,1.4,-26.2,5.1,34,34.7,22.9,-2.1,10.7,-0.1
CASPE,10,2017,20.8,-16.6,55.6,32.6,46.2,30.9,7.9,19.1,2.2
CASPE,7,2017,9.4,-3.7,71.7557251908397,292.8,101.77267987487,39.9,14.1,27,0.699999999999999
CASPE,8,2017,14.2,-5,73.9583333333333,307,100.032583903552,40.7,13.9,26.6,0.800000000000001
CASPE,5,2017,32.6,-8.3,79.7066014669927,244,98.6257073565077,35.9,5.9,21.1,2.6
CASTEJON DE VALDEJASA,12,2017,18,-18,50,57,38.7,15.8,-3.9,5.5,0.2
CASTEJON DE VALDEJASA,2,2017,45.4,21.4,189.166666666667,222.6,114.860681114551,17,0.2,8.5,1.90833333333333
CASTEJON DE VALDEJASA,10,2017,8,-31.3,20.4,30.2,42.7,27.5,4.1,16.7,2.4
CASTEJON DE VALDEJASA,8,2017,45,22.7,201.793721973094,482.2,127.330340639028,36.8,9.9,22.9,-0.0633333333333326
CASTEJON DE VALDEJASA,11,2017,8.8,-31.8,21.7,39,35,20.4,-1.2,9.4,0.7
CASTEJON DE VALDEJASA,6,2017,75.4,42,225.748502994012,420.2,125.507765830347,37,8.1,22.7,1.95166666666666
CASTEJON DE VALDEJASA,4,2017,10,-28.8,25.7731958762887,306.8,121.794362842398,26,-0.5,12.7,0.653333333333329
CASTEJON DE VALDEJASA,3,2017,74.2,54.9,384.455958549223,296.8,139.277334584702,24.7,0.8,11.1,1.19166666666667
CASTEJON DE VALDEJASA,1,2017,8.8,-13.7,39.1111111111111,177.2,104.358068315666,15.7,-6.6,4.5,-0.558333333333334
CASTEJON DE VALDEJASA,9,2017,22.2,-9.2,70.7,22.2,70.7,30,6.4,17.5,-1.3
CASTEJON DE VALDEJASA,5,2017,38,-11.5,76.7676767676768,344.8,114.399469143995,33.1,2.1,17.9,1.53166666666667
CASTEJON DE VALDEJASA,7,2017,17,-4.6,78.7037037037037,437.2,122.671156004489,37.3,9.3,23.2,-0.0533333333333381
CASTELLOTE,9,2017,4,-33.7,10.6,4,10.6,29.5,6.5,18.7,-0.6
CASTELLOTE,1,2017,25.1,0.756666666666671,103.108311652745,155.3,92.7754606019298,19.6,-5.8,5.7,-0.0159999999999991
CASTELLOTE,8,2017,30,1.42103448275862,104.972309028825,420.9,106.955300101677,36.1,10.5,23.9,0.71866666666666
CASTELLOTE,3,2017,33.6,4.66733333333334,116.131708103873,211.9,98.4155120181882,26.7,1.4,11.9,2.13066666666667
CASTELLOTE,2,2017,23,4.01448275862068,121.144974390643,178.3,95.6653254777099,19.3,1.1,9.3,2.39333333333334
CASTELLOTE,12,2017,5.4,-25.3,17.6,12.6,8.8,17.7,-2,7.5,0.5
CASTELLOTE,6,2017,76.6,38.4916666666667,201.005904220424,338.9,97.6643214306677,36.1,10.1,23.4,2.76766666666667
CASTELLOTE,7,2017,52,34055,289.774310392867,390.9,107.110586705283,36.1,10.3,24.2,0.476000000000003
CASTELLOTE,10,2017,1.2,-38.1,3.1,5.2,6.8,28.2,4.9,17.6,2.9
CASTELLOTE,4,2017,11.6,-23.6753333333333,32.8841683518228,223.5,89.1906091547283,25.5,1.3,13,1103
CASTELLOTE,11,2017,2,-33.3,5.7,7.2,6.4,22,-1.1,10.2,0.7
CASTELLOTE,5,2017,38.8,-19.5096666666667,66.5412824631708,262.3,84.9151501545936,32.4,4,18.6,2672
CEDRILLAS,10,2017,9.4,-42.7,18,28.4,29.6,24.6,1.5,12.3,1.8
CEDRILLAS,8,2017,73,23,146,506.3,103.242251223491,32.8,4.5,19.6,0.553333333333338
CEDRILLAS,1,2017,27.4,0.399999999999999,101.481481481481,191,101.433882103027,12.5,-12.5,0.4,-1.76333333333333
CEDRILLAS,7,2017,30.8,4,114.925373134328,416.4,94.5504087193461,35,5.4,19.9,0.716666666666665
CEDRILLAS,3,2017,38.8,6.5,120.123839009288,283.8,114.991896272285,21.6,-5.1,7,1.19333333333333
CEDRILLAS,4,2017,8,-39,17.0212765957447,291.8,99.3192648059905,21.9,-5.7,7.9,0.71
CEDRILLAS,12,2017,5.2,-23,18.4,43,26.7,13.4,-10.4,1.9,-0.1
CEDRILLAS,11,2017,7,-30.1,18.9,35.4,26.6,16.7,-8.1,4.8,-0.8
CEDRILLAS,9,2017,19,-24.9,43.3,19,43.3,26.1,0.7,14.2,-1
CEDRILLAS,5,2017,41.8,-22.5,65.0077760497667,333.6,93.1583356604301,26.8,-0.5,13.2,2.2
CEDRILLAS,2,2017,18,-8.2,68.7022900763359,219.9,102.517482517483,16.3,-5,4.3,1.09333333333333
CEDRILLAS,6,2017,52,-3.5,93.6936936936937,385.6,93.2301740812379,31.2,5.6,18.3,2.66
DAROCA,11,2017,4.2,-29.7,12.4,8.1,7.5,21.7,-7.8,7.4,-0.9
DAROCA,3,2017,27.1,5.4,124.884792626728,198.3,99.4483450351053,27.4,-0.8,10.5,1.7
DAROCA,8,2017,34.5,10.3,142.561983471074,366.2,93.0859176410778,39,6.3,23.4,0.599999999999998
DAROCA,6,2017,77.1,31.8,170.198675496689,325.5,93.7770095073466,38.6,8.5,22.8,3.1
DAROCA,7,2017,6.2,-15.9,28.0542986425339,331.7,89.8429035752979,37.9,9.1,23.3,0.300000000000001
DAROCA,10,2017,1.2,-36.4,3.2,3.9,5.2,30.1,0,15.3,1.6
DAROCA,12,2017,10.2,-16.3,38.5,18.3,13.5,14.7,-9.8,4.2,-1.1
DAROCA,4,2017,18,-26,40.9090909090909,216.3,88.8660640920296,26.6,-1.9,11.6483333333333,0.948333333333336
DAROCA,1,2017,9.6,-11,46.6019417475728,156.2,100.256739409499,18.8,-10.1,3.2,-1.3
DAROCA,5,2017,32.1,-26.3,54.9657534246575,248.4,82.3061630218688,33,2.1,17.4,2.4
DAROCA,2,2017,15,-6.9,68.4931506849315,171.2,96.3421496904896,20.2,-4,7.4,1.5
DAROCA,9,2017,2.7,-34.5,7.3,2.7,7.3,31.6,1.9,17.1,-1.5
EJEA,10,2017,5.2,-46.7,10,20.6,22.2,29.3,2.6,17,1.9
EJEA,2,2017,31,5.4,121.09375,196.7,89.2063492063492,18.6,-0.7,9.1,1.8
EJEA,4,2017,7,-41,14.5833333333333,264.2,90.1091405184175,28,3,14.35,1636
EJEA,7,2017,31.5,10.7,151.442307692308,400.9,102.768520892079,38.1,11.9,24.6,0.600000000000002
EJEA,1,2017,4.2,-18.9,18.1818181818182,165.7,85.0179579271421,17.6,-7.2,5.3,-0.5
EJEA,6,2017,65.6,33.1,201.846153846154,369.4,100.02707825616,38.6,10.3,23.8,2.4
EJEA,3,2017,69.1,44.4,279.757085020243,257.2,104.89396411093,27.1,1.9,11.9,1.3
EJEA,8,2017,63.2,41.5,291.244239631336,474.5,115.225837785333,38.3,10.9,24.1,0.400000000000002
EJEA,11,2017,13.2,-29,31.3,34.6,25.7,20.8,-3.8,9.7,0.3
EJEA,12,2017,13.8,-23.2,37.3,49.5,28.8,17.9,-5.2,5.9,-0.1
EJEA,9,2017,15.4,-25.3,37.8,15.4,37.8,31.9,6,18.8,-1.1
EJEA,5,2017,39.6,-4,90.8256880733945,303.8,90.2019002375297,33.9,1.8,18.6,1.5
FRAGA,5,2017,20.4,-22.1,48,299,117.995264404104,35.2,5.9,20.2,2
FRAGA,4,2017,19,-13,59375,278.6,132.100521574206,29.7,2.7,15.4616666666667,1.08166666666667
FRAGA,11,2017,3.2,-24.8,11.4,32.8,32,24.1,-2.8,10,-0.6
FRAGA,6,2017,37,12.1,148.59437751004,336,120.733021918793,39.3,13.1,25.5,2.6
FRAGA,2,2017,23.2,8.4,156.756756756757,183.6,114.606741573034,19.4,1.5,10.1,1.8
FRAGA,8,2017,6.4,-15.1,29.7674418604651,382.9,124.036281179138,40.2,12.5,26.4,0.799999999999997
FRAGA,1,2017,6.6,-13.8,32.3529411764706,160.4,110.316368638239,17.6,-4.5,5,-1.3
FRAGA,9,2017,13,-20.1,39.3,13,39.3,33.6,8.7,20.6,-1.1
FRAGA,10,2017,16.6,-24.8,40.1,29.6,39.7,30.6,7.1,18.5,1.8
FRAGA,3,2017,76,57.3,406.417112299465,259.6,145.108999441029,27.9,4.1,13.3,1.2
FRAGA,12,2017,9.8,-12.7,43.6,42.6,34.1,19.6,-5.3,5.7,-0.8
FRAGA,7,2017,41,32.1,460.674157303371,377,131.267409470752,38.4,13.5,26.7,1
HECHO,9,2017,40.5,-49.5,45,40.5,45,27.7,1.4,14.1,-1.9
HECHO,8,2017,64.8,0.599999999999994,100.934579439252,1028.2,88.6150133586141,34.8,5.4,20.6,0.606666666666659
HECHO,5,2017,119.8,19.3,119.203980099502,857.2,88.8290155440414,29.9,1.5,14.5,1.60666666666667
HECHO,6,2017,83.8,17,125.449101796407,941,91.1998449311882,34.1,3,19.4,2.09866666666666
HECHO,3,2017,96.2,20.3,126.745718050066,696.6,93.9827307069617,23.7,-2.4,8.6,1485
HECHO,12,2017,203.2,71.3,154.1,312.1,64.3,15,-6.4,3.9,0.1
HECHO,2,2017,139,53.5,162.573099415205,600.4,90.245002254622,18.9,-3.4,6.1,1865
HECHO,10,2017,30.2,-97.5,23.6,70.7,32.5,27.4,0,13.8,1.9
HECHO,11,2017,38.2,-97.8,28.1,108.9,30.8,18.6,-5.3,7.3,0.4
HECHO,4,2017,40.8,-82.5,33.0900243309002,737.4,85.2978600347021,23.9,-2,9.9,1065
HECHO,7,2017,22.4,-41.9,34.8367029548989,963.4,87.8934403795274,33,6.3,20.7,0.70333333333334
HECHO,1,2017,87.6,-6.60000000000001,92.9936305732484,461.4,79.5791652293894,15.1,-10.7,2.8,-0.616666666666667
HIJAR,11,2017,0.2,-23.9,0.8,12.4,14.1,21,-2.4,10.8,0
HIJAR,1,2017,3.6,-18.3,16.4383561643836,107.6,82.3889739663093,19,-4,6.6,0
HIJAR,3,2017,27.2,10.6,163.855421686747,160.6,96.5144230769231,30.8,2.9,13.8,2.04347826086957
HIJAR,10,2017,6.2,-29.4,17.4,12.2,19,31.3,5.8,18.8,2.4
HIJAR,6,2017,46.6,20.7,179.92277992278,237.2,86.4746627779803,41,12.2,25.5,2.56739130434782
HIJAR,8,2017,34.8,16.5,190.163934426229,352.8,115.181194906954,40.6,13,25.9,0.521739130434792
HIJAR,9,2017,6,-22.5,21.1,6,21.1,32.5,7.9,20.3,-1.1
HIJAR,4,2017,10.5,-23.1,31.25,171.1,85.55,30.7,2.3,15.6,1.53260869565217
HIJAR,5,2017,19.5,-28.9,40.2892561983471,190.6,76.7310789049919,36,8.5,20.9,2.83478260869565
HIJAR,7,2017,59.4,45.7,433.576642335766,296.6,102.986111111111,39.7,12.9,26.2,0.351043478260863
HIJAR,12,2017,2,-18.5,9.8,15.2,14,21.7,-3.7,7.8,0.7
HIJAR,2,2017,18.5,-0.699999999999999,96.3541666666667,133.4,89.0520694259012,21,0,9.9,1.50652173913043
HUESCA,11,2017,2.4,-45.4,5,68.8,44.1,19.4,-2.3,9.2,-0.1
HUESCA,7,2017,2.4,-20.1,10.6666666666667,542.7,120.6,36.3,10.2,24.4,0.299999999999997
HUESCA,2,2017,48.6,21.4,178.676470588235,269.9,105.760188087774,16.3,-0.6,8.3,1.4
HUESCA,1,2017,5.8,-24.1,19.3979933110368,221.3,97.0614035087719,15.8,-6.9,4,-1.2
HUESCA,3,2017,87,57.4,293.918918918919,356.9,125.316011235955,25.4,1.3,11.6,1.5
HUESCA,4,2017,19,-36,34.5454545454545,375.9,110.623896409653,25.9,-0.1,13.3283333333333,1.22833333333333
HUESCA,6,2017,125.6,90.2,354.802259887006,540.3,126.385964912281,36.7,8.1,23.2,2.2
HUESCA,9,2017,27.6,-20.4,57.5,27.6,57.5,30.8,5.5,18.3,-1.5
HUESCA,10,2017,38.8,-21.4,64.5,66.4,61.4,28.6,4.7,16.9,1.9
HUESCA,8,2017,19.6,-10.5,65.1162790697674,562.7,117.204749010623,37.3,10.3,24.2,0.5
HUESCA,5,2017,38.8,-13.5,74.1873804971319,414.7,105.763835756185,32.2,2.5,17.9,1.8
HUESCA,12,2017,36.6,-5.5,86.9,105.4,53.2,16.2,-3.3,4.7,-0.8
JABALOYAS,10,2017,23.8,-29.1,45,42.2,44.5,24.2,3.7,14,2.9
JABALOYAS,3,2017,44,2.84,106.89990281827,315,97.5524150674609,22.2,-4.7,7.7,2.16
JABALOYAS,6,2017,74,14.5233333333333,124.418539483271,448.8,87.7064985147741,31.7,5.5,19.2,2.80666666666667
JABALOYAS,11,2017,6.5,-41.8,13.5,48.7,34,16,-6,6.4,0.7
JABALOYAS,8,2017,49.2,25.1433333333333,204.517112373562,529.1,94.2163182449518,32.1,5.5,20.7,1.02333333333334
JABALOYAS,4,2017,14.8,-41.3766666666667,26.3454577819973,329.8,87.0001055186241,23.5,-3.5,9.9,1.4
JABALOYAS,12,2017,17,-44.8,27.5,68.4,33.4,12.7,-6.1,3.1,0.4
JABALOYAS,9,2017,18.4,-23.7,43.7,18.4,43.7,25.9,2.7,15.5,0.3
JABALOYAS,1,2017,23.2,-25.89,47.2601344469342,223,87.7434585874484,12.5,-10.6,2,-0.2
JABALOYAS,5,2017,45,-28.15,61.5174299384826,374.8,82.8781814563386,25.7,-0.5,14,2.01333333333333
JABALOYAS,2,2017,19.2,-8.39333333333333,69.5820246436337,265.3,94.1637187511092,15.9,-3.6,4.9,1.89666666666667
JABALOYAS,7,2017,20.4,-5.41666666666666,79.0187217559716,469.2,87.2892339557353,34.1,4.6,21.3,1.42333333333333
JACA,8,2017,26.7,-17.8,60,764.6,92.9604863221885,36.1,6.9,21.8,0.600000000000002
JACA,12,2017,125.8,35.3,139,201.6,57.3,14,-7,3.4,-0.5
JACA,5,2017,83.1,3.39999999999999,104.26599749059,627.6,91.3803145020384,29.9,-0.6,15.3,2.3
JACA,6,2017,63.4,11.5,122.157996146435,691,93.5427101665087,35.1,5.2,20.8,2.5
JACA,3,2017,75.4,23.6,145.559845559846,516.5,99.3078254181888,23.9,-2.5,8.7,1.5
JACA,2,2017,101.7,48.1,189.738805970149,441.1,94.2,18.4,-4.2,6,1.8
JACA,10,2017,22,-75.4,22.6,47.8,28.4,28,1.2,14.9,2.9
JACA,11,2017,23,-70.1,24.7,75.8,29,20.5,-4,8.3,0.5
JACA,4,2017,28,-59,32.183908045977,544.5,89.6886839070993,25.5,-3,11.6283333333333,1.75833333333333
JACA,9,2017,25.8,-45.2,36.3,25.8,36.3,28.6,1.5,15,-1.4
JACA,7,2017,22.8,-16.5,58.0152671755725,713.8,91.7480719794344,34.5,5.7,21.8,0.400000000000002
JACA,1,2017,38.8,-23.9,61.8819776714514,333.5,80.4195804195804,16.1,-10.3,2.4,-0.9
LA ALMUNIA DE Dª Gª,1,2017,9.8,-9.8,50,169.3,115.800273597811,19.1,-6.9,6.1,-0.300000000000001
LA ALMUNIA DE Dª Gª,10,2017,0.6,-36.9,1.6,4.2,6.1,29.7,2.5,16.8,2.1
LA ALMUNIA DE Dª Gª,5,2017,53.9,1.4,102.666666666667,282.5,98.6727209221097,34.9,3.9,19.1,2.8
LA ALMUNIA DE Dª Gª,2,2017,23,2,109.52380952381,192.3,115.011961722488,19.1,-1.2,9.6,2
LA ALMUNIA DE Dª Gª,9,2017,3.6,-28.2,11.3,3.6,11.3,33,5.5,18.4,-0.6
LA ALMUNIA DE Dª Gª,7,2017,3.2,-17.8,15.2380952380952,351.7,102.387190684134,40.6,10.1,24.5,1.1
LA ALMUNIA DE Dª Gª,11,2017,5,-26.5,15.9,9.2,9.1,22.7,-4,10.3,-0.6
LA ALMUNIA DE Dª Gª,6,2017,66,29.8,182.32044198895,348.5,108.062015503876,39.1,9.5,23.9,3.3
LA ALMUNIA DE Dª Gª,12,2017,5.4,-20.4,20.9,14.6,11.5,19,-5.8,7.8,-0.1
LA ALMUNIA DE Dª Gª,8,2017,33.8,17.4,206.09756097561,390.7,108.5579327591,39.8,9.9,24.2,0.300000000000001
LA ALMUNIA DE Dª Gª,4,2017,12,-35,25.531914893617,228.6,97.775876817793,28,2,13.7583333333333,0.421666666666665
LA ALMUNIA DE Dª Gª,3,2017,12.2,-7.4,62.2448979591837,216.6,115.952890792291,28.3,0.7,12.7,2.3
LAGUARRES,7,2017,31.8,3,110.416666666667,613.9,107.758469369844,36.3,7.8,23.5,0.735333333333326
LAGUARRES,6,2017,57.4,10.1,121.353065539112,582.1,107.616934738399,35.4,7.4,22,2.55833333333333
LAGUARRES,8,2017,8,-36.7,17.8970917225951,621.9,101.220703125,36.5,7.1,23.5,1.00233333333333
LAGUARRES,2,2017,59.6,30.9,207.665505226481,301,97.0341715022566,18.7,-3.3,7,1.17166666666667
LAGUARRES,3,2017,132.7,97,371.708683473389,433.7,125.383058687482,23.5,-2.7,9.7,1.7
LAGUARRES,4,2017,29.4,-40,42.3631123919308,463.1,111.509751986516,24.9,-2.4,11.6,0.811333333333332
LAGUARRES,12,2017,22,-29.5,42.7,109.2,44.7,15.2,-8.7,2.5,-1
LAGUARRES,9,2017,30.8,-34.6,47.1,30.8,47.1,30.2,4.3,17,-1.2
LAGUARRES,1,2017,20.4,-16.8,54.8387096774194,241.4,85.7548845470693,15.5,-8.9,2.5,-1.64133333333333
LAGUARRES,10,2017,51.8,-19.4,72.8,82.6,60.5,28,2.7,15.2,1.8
LAGUARRES,5,2017,61.6,-16.7,78.6717752234994,524.7,106.300648298217,30.6,0.6,16.1,1.25775
LAGUARRES,11,2017,4.6,-51.6,8.2,87.2,45.2,19.4,-7.2,6.8,-1.2
LANAJA,11,2017,4.8,-27.9,14.7,41.8,36.8,19.4,0.1,9.6,-0.1
LANAJA,1,2017,4.2,-21.6,16.2790697674419,149,88.2701421800948,16.4,-5.9,4.6,-0.760344827586207
LANAJA,2,2017,33.4,13.6,168.686868686869,182.4,96.712619300106,17.4,0.9,8.6,1.37413793103448
LANAJA,3,2017,46.2,27.6,248.387096774194,229.9,110.955598455598,26.5,3.1,12.1,1.58965517241379
LANAJA,12,2017,7.6,-21.7,25.9,54.3,38,16.8,-3.2,5.4,-0.5
LANAJA,6,2017,70,46.1,292.887029288703,338.3,106.887835703002,37,11.2,23.6,2.00714285714286
LANAJA,4,2017,13.2,-25.4,34.1968911917098,243.1,98.9015459723352,26.7,0.7,13.8,0.684482758620693
LANAJA,9,2017,17.4,-22.6,43.5,17.4,43.5,30.6,8.2,18.7,-1.3
LANAJA,7,2017,8.8,-10.1,46.5608465608466,347.1,103.488372093023,36,11.7,24.5,0.0293103448275822
LANAJA,10,2017,19.6,-21.4,47.8,37,45.7,28.6,4.5,17.3,1.9
LANAJA,5,2017,25.2,-21.6,53.8461538461539,268.3,91.6951469583048,32.8,3.1,18.5,1.45535714285714
LANAJA,8,2017,21.8,-0.699999999999999,96.8888888888889,368.9,103.073484213467,37.4,12,24.2,0.455357142857142
LECIÑENA,5,2017,26,-24,52,245.1,82.248322147651,35,1,18.9,1.29333333333334
LECIÑENA,9,2017,25.4,-12.5,67,25.4,67,32.1,5,18.6,-1.9
LECIÑENA,2,2017,28.4,5.5,124.017467248908,154,82.529474812433,18.8,-1.8,8.8,1.99
LECIÑENA,1,2017,3.2,-20.5,13.5021097046414,116.3,71.0445937690898,18,-9.6,4.8,-0.123333333333332
LECIÑENA,8,2017,35,11.4,148.305084745763,415.9,112.67949065294,39.5,9,24.6,0.400000000000002
LECIÑENA,4,2017,8,-34.6,18.7793427230047,219.1,88.3467741935484,28,-2,13.6,0.643333333333334
LECIÑENA,3,2017,55.4,36.6,294.68085106383,211.1,102.775073028238,27.6,1.6,11.8,1
LECIÑENA,7,2017,6.4,-12,34.7826086956522,364.3,105.441389290883,38.7,11.1,24.9,-0.100000000000001
LECIÑENA,6,2017,112.8,83.7,387.628865979381,357.9,109.416080709263,39.5,9.9,23.6,2.6
LECIÑENA,12,2017,13.5,-13.4,50.2,69,49.3,17.5,-7,5.2,-0.3
LECIÑENA,10,2017,24,-18,57.1,49.4,61.8,29.2,2.2,17.1,1.7
LECIÑENA,11,2017,2.2,-31,6.6,51.6,45.6,21.8,-4.3,9.1,-0.3
MONTALBAN,7,2017,13.8,-18.2,43125,391.8,97.2932704246337,37.4,7.2,22.8,1.1
MONTALBAN,3,2017,37,10.3,138.576779026217,259,119.575253924284,26.1,-1.5,10.1,1.9
MONTALBAN,1,2017,38.8,13.4,152.755905511811,204.8,122.195704057279,17.8,-10.5,3.4,-1.3
MONTALBAN,6,2017,78.6,28.9,158.148893360161,378,101.969247369841,36.1,7.3,21.7,3.3
MONTALBAN,9,2017,7,-32.3,17.8,7,17.8,30.5,2.4,16.6,-0.5
MONTALBAN,4,2017,8,-33,19.5121951219512,267,103.649068322981,26,-1.6,10.7083333333333,0.920833333333336
MONTALBAN,12,2017,6.4,-20.4,23.9,17,12,16.3,-8.1,4.8,-0.4
MONTALBAN,8,2017,97,59.8,260.752688172043,488.8,111.116162764265,36.4,6.3,22.5,0.899999999999999
MONTALBAN,11,2017,1.4,-29.5,4.5,10.6,9.2,21.9,-5.8,7.9,-0.1
MONTALBAN,10,2017,2.2,-43,4.9,9.2,10.9,29.1,0.9,15.1,1.9
MONTALBAN,5,2017,32.4,-31,51.1041009463722,299.4,93.2710280373832,31.4,1.9,16.8,2.7
MONTALBAN,2,2017,17.2,-5.1,77.1300448430493,222,116.903633491311,17.9,-3.3,7.3,1.8
MONZÓN,6,2017,45.6,12.9633333333333,139.720151159228,484.8,128.571428571429,37.6,7.5,23.6,2.4
MONZÓN,1,2017,5,-20.9,19.3050193050193,219,108.376496981294,18.5,-8.2,3.2,-1.1
MONZÓN,11,2017,1.6,-41.7,3.7,64.1,44.2,21.1,-5,7.6,-0.8
MONZÓN,2,2017,66.8,45.44,312.734082397004,287.6,128.718484260779,18,-1.1,8,1.11157471264368
MONZÓN,8,2017,10.4,-17.7566666666667,36.9361903634426,544.4,128.726137742958,38.4,9.4,23.8,0.600000000000002
MONZÓN,4,2017,18.1,-28.23,39.0675588171811,406.4,138.722009830694,29,0.5,14.6,1.52625287356322
MONZÓN,3,2017,96,72.8033333333333,413.85256502371,388.3,157.4423225074,25.8,-0.9,11.2,1.8
MONZÓN,9,2017,25.2,-23.1,52.2,25.2,52.2,32,4.5,18.1,-2.2
MONZÓN,7,2017,10.4,-7.29,58.7902769926512,495.2,125.444366571812,37.2,9.9,24.4,0.399999999999999
MONZÓN,5,2017,32.8,-18.67,63.7264425879153,439.2,127.515024823622,33.5,3.8,18.3,2
MONZÓN,10,2017,37.3,-16.2,69.7,62.5,61.4,29.6,29,15.8,2.3
MONZÓN,12,2017,24.4,-6.7,78.5,91.3,51.8,17.9,-6.5,3.5,-2
MOSQUERUELA,11,2017,1.8,-57.4,3,17.2,8.7,17.4,-4.3,6.3,1
MOSQUERUELA,8,2017,69,4.98,107.778819119025,597.7,88.4258802643259,30.7,5.4,19.6,0.253333333333337
MOSQUERUELA,10,2017,9.6,-66.4,12.6,15.4,11.1,24.3,2.8,13.8,2.4
MOSQUERUELA,1,2017,57.2,13.1066666666667,129.724826126399,344.3,118.253841045955,15.3,-10.9,1.8,-0.463333333333333
MOSQUERUELA,12,2017,6.6,-43,13.3,23.8,9.6,14.5,-7.4,3,1
MOSQUERUELA,4,2017,30.4,-39.81,43.2986754023643,430.7,97.4397647147543,20.9,-2.8,8.4,1.61
MOSQUERUELA,6,2017,34,-27.8933333333333,54.9332184403274,510.3,88.0966767371601,31.1,5.5,18.4,2.36
MOSQUERUELA,7,2017,18.4,-14.2633333333333,56.3322788039596,528.7,86.4011243422271,33.5,4.9,20.2,0.216666666666665
MOSQUERUELA,2,2017,22.6,-16.79,57.3749682660574,366.9,110.999062150197,16.2,-3.6,4.3,0.993333333333332
MOSQUERUELA,5,2017,45.6,-29.74,60.5256172020175,476.3,92.0641465913264,24.4,-0.8,13.2,2.2
MOSQUERUELA,3,2017,33.4,-7.86333333333334,80.9435334033444,400.3,107.663481020602,21.4,-5.1,7.1,0.893333333333334
MOSQUERUELA,9,2017,5.8,-56.5,9.3,5.8,9.3,24.6,2.6,14.4,-0.6
